s_no,name,country_origin,flag,flag_basis,category_segment,hall,stand,source_url
81,Astrazure Eventure Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P92,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
82,ASUSTOR Inc.,Taiwan,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Taiwan"".",IT & Communications,Hall 5,A5-150,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
83,Ather Energy Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
84,Atlas,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,C5-215,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
85,Audax Labs,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 3,A3-43,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
86,Augmented Transformations Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 2,A2-61,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
87,Aurangabad Smart City Development Corporation Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Future Cities,Hall 1,D1-28,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
88,Autodefender,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Internet of Things,Hall 3,A3-10,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
89,AutoEVtimes,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Media Partner,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
90,AUTOMATE BUSINESS,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-20,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
91,Automotive Research Association of India (ARAI),India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Smart Mobility,Hall 1,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
92,AutoNgage by DaveAI,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Startup,Hall 1,P74,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
93,AV Access,China,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""China"".",IT & Communications,Hall 3,A3-12,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
94,AWS,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Artificial Intelligence,Hall 3,C3-08,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
95,AXL Infotech Pvt. Ltd.,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IT & Communications,Hall 5,B5-87,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
96,Ayasya Digital Solutions,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,G4-19,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
97,Azlogics Private Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 5,B5-106,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
98,B- DIA,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",Association,,,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
99,B M Infotrade / SnohAI,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,F4-11,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
100,BankU India Limited,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",FinTech,Hall 2,B2-29,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
101,BaseALT,Russia,FOREIGN,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""Russia"".",IT & Communications,Hall 3,C3-75,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
102,Basiz Master Draft,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,F4-36,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
103,Batoi Systems Pvt Ltd,India,INDIA-DOMESTIC,"Country field in the official convergenceindia.org 'List of Participants' directory (structured per-exhibitor filter data — a 'Country' facet built into the site's own exhibitor search/filter UI, not free text or name-guessed) lists this exhibitor's country as ""India"".",IoT & Embedded Tech,Hall 4,F4-01,https://www.convergenceindia.org/exhibitors-and-participants-convergence-india.aspx
