gjepc_exhibitor_id,name,origin_flag,country_or_origin,flag_basis,section,hall,stall,city_as_listed
EXH850,DANTARA DIAMONDS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4S 473G,MUMBAI
EXH365,DANTARA JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6B 022B,MUMBAI
EXH4,DAZZLE DIAMONDS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2J 276,MUMBAI
EXH1806,DEEPA JEWELLERS LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 185,HYDERABAD
EXH746,DESHNA CREATIONS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 472C,MUMBAI
EXH720,DEV DIAMOND,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6R 126F,MUMBAI
EXH1802,DEVANSH CREATION PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 2,2G 190,KOLKATA
EXH1327,DEVI JEWELLERS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 251B,HYDERABAD
EXH1185,DEW DIAMONDS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 2,2H 258C,THRISSUR
EXH1191,DHANAKSH JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6A 038,MUMBAI
EXH1516,"DHANLAKSHMI JEWELLERS,",INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-A 1a,MUMBAI
EXH1061,DHANRUPJI DEVAJI CO,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,the_select_club,Hall JASMINE,Club-AB 11d,MUMBAI
EXH1230,DHARMESH JEWELLERS PVT. LTD.,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 3,3M 370A,MUMBAI
EXH425,DHC GEM LAB AND INSTITUTE PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lab_edu,Hall Pavillion,JIO-E 8g,THRISSUR
EXH792,DHEE SIGNATURE JEWELLERY,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6R 130C,MUMBAI
EXH1530,DIA JEWEL,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3Q 436,MUMBAI
EXH1900,DIAGLITER PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Z 47b,MUMBAI
EXH560,DIAJE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-T 36f,MUMBAI
EXH2027,DIAMOND CREATION,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall Pavillion,JIO-B 1m,MUMBAI
EXH1196,DIAMOND CREATIONS PRIVATE LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 3,3P 407B,CHENNAI
EXH1280,DILIPS JEWEL HOUSE,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6K 078C,SECUNDERABAD
EXH1121,DIYAMA JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Z 46f,HYDERABAD
EXH129,DOIT INDUSTRIES LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,machinery,Hall 5,5V 582,MUMBAI
EXH48,DT EXPORTS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 019D,NEW DELHI
EXH1226,E- DESIGNS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,silver_jewellery_artifacts,Hall Pavillion,JIO-S 32e,MUMBAI
EXH1621,EARTH STONE INC,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall JASMINE,JIO-AK 45n,JAIPUR
EXH578,EFFULGENT JEWELLERY LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 463D,MUMBAI
EXH1189,EKTA DIAMOND LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 6,6N 098D,MUMBAI
EXH1368,EKTA GEMS AND JEWELS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,loose_stones_color_stones,Hall LOTUS,JIO-AM 51c,BENGALURU
EXH1770,ELIVA JEWELS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,lgd_jewellery,Hall Pavillion,JIO-Y 46d,SURAT
EXH344,EMERALD JEWEL INDUSTRY INDIA  LIMITED,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,plain_gold,Hall 6,6H 058,COIMBATORE
EXH216,ENDORA INTERIORS,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,allied,Hall Aurum,AU 026,THRISSUR
EXH738,EON JEWELLERY PVT LTD,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 455A,MUMBAI
EXH1643,FILO DIAMONDS LLP,INDIAN-DOMESTIC (default — unconfirmed against a company registry),India (assumed),Default classification: not listed under a GJEPC 'International *' section and city field (if present) is an Indian city; no foreign signal found. Not independently verified.,diamond_colorstone,Hall 4,4R 452B,MUMBAI
